OTU;plaque_1_its_B1;plaque_1_its_B10;plaque_1_its_B11;plaque_1_its_B12;plaque_1_its_B13;plaque_1_its_B14;plaque_1_its_B15;plaque_1_its_B16;plaque_1_its_B17;plaque_1_its_B18;plaque_1_its_B19;plaque_1_its_B2;plaque_1_its_B20;plaque_1_its_B21;plaque_1_its_B22;plaque_1_its_B23;plaque_1_its_B24;plaque_1_its_B25;plaque_1_its_B26;plaque_1_its_B27;plaque_1_its_B28;plaque_1_its_B29;plaque_1_its_B3;plaque_1_its_B30;plaque_1_its_B31;plaque_1_its_B32;plaque_1_its_B33;plaque_1_its_B34;plaque_1_its_B35;plaque_1_its_B36;plaque_1_its_B37;plaque_1_its_B38;plaque_1_its_B39;plaque_1_its_B4;plaque_1_its_B40;plaque_1_its_B41;plaque_1_its_B42;plaque_1_its_B43;plaque_1_its_B44;plaque_1_its_B45;plaque_1_its_B46;plaque_1_its_B47;plaque_1_its_B48;plaque_1_its_B49;plaque_1_its_B5;plaque_1_its_B50;plaque_1_its_B51;plaque_1_its_B52;plaque_1_its_B53;plaque_1_its_B54;plaque_1_its_B55;plaque_1_its_B56;plaque_1_its_B57;plaque_1_its_B58;plaque_1_its_B59;plaque_1_its_B6;plaque_1_its_B60;plaque_1_its_B61;plaque_1_its_B62;plaque_1_its_B63;plaque_1_its_B64;plaque_1_its_B65;plaque_1_its_B66;plaque_1_its_B67;plaque_1_its_B68;plaque_1_its_B69;plaque_1_its_B7;plaque_1_its_B70;plaque_1_its_B71;plaque_1_its_B72;plaque_1_its_B73;plaque_1_its_B74;plaque_1_its_B75;plaque_1_its_B76;plaque_1_its_B77;plaque_1_its_B78;plaque_1_its_B79;plaque_1_its_B8;plaque_1_its_B80;plaque_1_its_B81;plaque_1_its_B82;plaque_1_its_B83;plaque_1_its_B84;plaque_1_its_B85;plaque_1_its_B86;plaque_1_its_B87;plaque_1_its_B88;plaque_1_its_B89;plaque_1_its_B9;plaque_1_its_B90;plaque_1_its_B91;plaque_1_its_B92;plaque_1_its_B93;plaque_1_its_B94
AB871751.1;118;0;42;27;13;11;62;3;2;11;0;63;2;11;0;5;3;0;0;2;13;4;4;2;0;3;0;0;7;3;0;3;0;16;1;1;1;2;0;0;0;0;1;11;0;0;3;2;0;1;0;3;0;2;0;23;0;0;9;3;2;0;0;8;0;20;13;51;1;0;0;0;13;1;2;4;0;28;1;0;1;1;3;8;0;0;0;0;19;0;18;3;0;4
MK560161.1;0;3;0;1;0;1;6;0;3;6;1;8;9;1;9;4;16;1;36;3;8;0;3;3;4;3;16;0;5;0;4;5;1;2;11;1;8;0;5;4;0;7;2;7;2;0;1;1;1;1;2;12;1;3;2;0;3;2;0;5;1;0;1;0;0;2;2;1;0;1;0;1;3;0;1;0;2;11;0;0;0;2;0;2;1;0;0;0;0;0;2;3;1;0
MK346145.1;32;1;6;0;0;28;10;0;7;7;4;12;30;69;4;6;5;4;0;8;17;2;1;16;29;16;5;0;181;19;7;9;3;1;31;5;36;10;12;0;6;6;11;21;1;0;20;7;4;7;2;13;1;10;0;13;4;8;11;22;8;11;11;82;49;68;2;48;0;11;5;34;48;30;72;4;4;33;1;4;4;10;3;0;2;9;15;5;33;0;39;24;23;20
KX900909.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;0;6;0;0;4;1;0;0;1;0;0;0;0;3;0;1;0;0;0;0;2;0;0;0;8;0;0;0;12;6;8;0;1
AB091675.1;2;0;0;0;0;1;0;0;0;1;0;5;0;2;1;3;0;1;0;1;1;0;1;0;2;1;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;1;0;0;0;1;1;0;3;1;1;0;1;0;0;12;1;1;0;4;4;0;9;6;0;0;26;21;6;33;2;1;0;0;0;21;5;0;1;0;0;2;0;6;3;3;2
MH866022.1;0;0;2;2;22;23;50;0;1;5;33;1;6;39;3;1;13;24;0;3;31;0;0;2;10;9;1;6;4;0;0;1;4;0;7;8;48;1;0;3;22;7;4;12;2;1;0;0;6;6;2;6;0;0;2;34;1;1;1;115;1;0;1;1;0;21;4;67;0;0;3;0;0;5;10;82;1;15;2;20;0;5;4;1;1;0;29;0;27;30;8;0;1;4
MG982541.1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;6;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;3;2;1;0;0
EU153512.1;73;28;2;0;0;2;1;0;9;20;17;29;27;55;5;2;15;15;3;13;0;0;9;9;7;8;2;2;16;23;9;21;7;33;2;5;8;30;4;3;16;2;6;22;11;10;29;16;9;4;2;14;3;10;3;186;4;15;40;37;16;13;21;37;8;39;68;30;0;0;16;39;35;81;21;132;28;46;8;1;2;9;15;125;5;47;22;2;131;36;58;238;64;245
KF251179.1;51;7;48;18;3;102;14;10;12;84;21;43;121;2;41;29;248;27;289;17;43;5;3;11;32;44;123;4;17;0;6;15;4;24;30;1;20;7;7;13;8;9;4;14;75;5;12;8;14;11;7;35;7;23;18;104;20;48;49;59;4;23;297;30;82;18;23;14;0;26;35;24;69;3;16;17;54;68;4;1;2;3;8;16;10;45;3;29;4;0;28;7;12;36
AB972781.1;1;0;0;2;0;0;0;0;0;5;0;0;1;3;0;0;2;1;2;3;0;0;1;2;2;0;0;0;3;8;0;1;0;0;0;1;3;4;0;0;0;0;0;3;0;0;2;1;0;1;1;1;0;0;0;0;0;0;6;2;0;0;0;0;0;11;0;0;0;0;0;0;0;8;2;4;0;0;0;0;0;0;1;2;0;0;0;0;5;11;1;11;1;0
KC585397.1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;15;0;6;0;1;0;1;0;20;0;0;7;0;1;1;2;0;0;1;0;3;2;6;1;10;17;0;7;16;4;10
AB425974.1;0;0;0;0;0;4;16;0;0;6;0;0;0;14;0;0;39;9;6;0;1;0;1;0;5;38;3;2;0;0;1;14;0;0;4;0;5;1;0;8;2;3;3;1;0;0;0;5;6;0;11;11;0;0;0;41;0;0;7;3;0;0;18;0;5;7;4;0;0;2;2;8;0;18;0;2;0;7;3;0;0;8;0;0;2;4;0;0;1;71;1;1;0;18
MH018134.1;39;34;6;2;0;33;0;10;18;156;20;9;190;26;37;9;392;21;197;12;64;5;7;7;52;88;125;19;54;8;12;262;4;2;51;7;45;3;11;63;14;35;12;63;5;16;25;42;38;42;24;92;36;24;135;217;35;170;53;84;19;28;387;21;163;37;26;47;160;21;73;140;149;11;29;14;73;109;74;18;22;25;37;44;18;331;93;226;63;12;63;28;18;385
EU118659.1;8;0;0;0;0;0;0;0;3;0;0;0;0;4;5;2;0;0;0;6;1;7;1;0;0;3;2;0;3;6;2;1;0;0;1;2;1;3;0;0;0;1;2;2;2;4;5;1;4;5;4;3;0;3;1;0;1;2;30;18;0;13;6;9;0;3;2;14;0;0;1;17;0;25;9;6;16;0;0;0;0;3;7;11;1;10;1;25;0;41;3;16;2;35
MK912119.1;0;0;0;0;0;0;0;0;1;31;0;8;2;1;4;1;4;0;2;0;14;3;2;0;4;1;0;0;0;0;1;6;1;0;1;0;1;0;0;0;0;5;0;1;0;1;2;4;2;0;6;12;0;3;5;0;3;2;2;19;0;6;22;0;1;11;0;1;0;6;2;3;0;0;12;5;14;6;0;0;1;1;3;16;9;24;8;0;0;18;15;0;5;32
GU258263.1;0;0;0;0;0;0;4;0;2;7;0;0;4;1;6;3;12;0;0;4;4;3;1;7;27;4;0;0;8;7;6;3;2;0;0;1;1;8;11;6;6;0;5;5;0;3;33;2;8;5;6;12;2;13;2;0;4;2;36;14;3;17;44;40;22;30;2;30;0;10;8;0;0;92;3;0;10;3;0;0;0;4;5;15;3;126;4;19;26;109;8;14;5;9
HQ162266.1;5;0;0;0;0;0;0;4;0;0;0;4;4;0;0;0;9;0;0;2;1;0;2;0;0;3;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;3;0;0;0;0;1;0;0;0;0;0;3;0;0;0;1;4;0;0;0;0;0;1;1;3;0;0;1
FJ496662.1;0;24;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;1;0;3;0;0;4
MF325983.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
JX310445.1;440;27;3;33;5;33;27;42;6;42;5;159;19;71;32;4;57;22;3;20;72;11;6;8;34;21;6;0;26;32;4;47;6;3;1;5;6;31;4;2;19;4;6;24;13;20;25;16;7;1;4;6;4;13;8;173;6;11;53;50;95;1;44;20;45;85;44;62;1;0;9;37;1;118;32;22;11;65;3;0;0;7;4;120;2;24;14;1;60;0;31;97;16;69
MN963762.1;0;0;0;0;1;0;0;7;0;5;6;0;0;0;0;0;3;0;0;0;5;1;1;2;38;33;5;10;7;6;4;8;6;0;2;3;1;0;0;2;1;0;6;4;0;5;12;2;23;0;14;5;0;5;3;0;2;0;30;32;0;0;17;0;14;2;5;2;0;0;3;0;0;2;0;8;17;2;1;0;0;0;0;3;2;1;11;18;0;0;5;3;3;2
MT319634.1;0;23;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;4;0;5;0;1;0;0;0;0;0;7;3;3;1;0;0;0;1;1;1;0;0;0;0;6;12;0;0;1;0;0;2;1;3;0;0;0;0;0;0;10;5;0;0;0;0;0;8;0;45;0;0;1;0;14;16;0;0;9;0;0;0;0;2;0;14;0;4;0;0;0;0;7;0;1;1
MZ919179.1;17;153;1;0;0;1;15;0;0;1;0;42;2;15;1;0;9;2;4;7;29;4;1;25;82;43;9;33;53;6;37;43;1;1;15;44;8;16;26;6;1;12;102;53;0;13;212;8;31;45;71;42;5;34;8;29;5;14;109;72;0;2;40;18;9;167;8;102;0;5;11;33;4;101;20;1;22;6;3;0;2;9;11;25;2;50;0;0;60;0;10;15;26;11
MG828921.1;0;1;0;2;0;0;0;0;0;0;0;0;1;1;18;5;14;5;11;0;4;0;1;0;0;5;9;0;11;1;0;5;1;0;5;4;11;3;0;5;2;3;0;6;0;3;5;0;5;3;0;19;0;4;7;1;4;4;12;30;1;0;0;12;30;1;0;64;1;1;5;16;11;11;9;3;10;1;2;0;2;4;0;2;5;0;7;0;0;34;20;2;7;6
OL436938.1;33;1;0;0;0;2;0;0;7;64;0;74;11;37;16;26;28;14;9;25;59;5;8;16;36;10;5;11;22;8;18;71;2;0;15;32;4;23;9;1;6;2;8;32;1;29;56;14;8;8;9;20;5;13;6;66;0;7;39;76;8;18;1;23;9;17;11;15;0;0;5;15;15;46;17;18;34;83;4;0;2;0;16;37;10;0;2;0;67;0;6;23;15;31
OL314550.1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;2;1;1;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0
EF652066.1;43;19;0;0;0;0;13;5;4;0;1;21;0;0;0;2;0;0;0;0;0;0;5;3;6;4;1;2;6;0;1;0;0;0;0;3;0;0;0;0;1;1;1;4;0;1;6;2;0;0;1;1;3;7;0;3;1;0;0;0;0;1;0;0;5;2;5;15;0;0;5;0;0;0;0;0;0;3;0;0;0;0;9;1;2;0;7;0;0;0;4;6;2;4
MK539966.1;52;66;98;18;5;28;26;18;64;153;23;34;21;17;61;67;285;21;80;4;124;11;20;9;41;79;30;10;28;2;47;81;6;40;39;9;25;8;11;23;6;4;2;37;184;2;27;5;9;6;2;103;7;52;14;33;8;8;18;54;3;17;105;16;2;5;14;17;2;66;9;56;1;2;7;4;13;10;2;0;2;3;3;3;30;1;5;7;2;0;6;8;5;11
FN907914.1;0;0;0;0;0;0;0;1;5;0;9;1;53;67;0;5;0;14;7;9;42;0;3;0;6;27;11;16;321;14;9;11;3;17;43;21;111;4;5;2;8;8;8;51;0;0;10;11;7;15;12;41;4;14;1;7;3;19;30;41;0;6;11;30;47;91;2;96;0;1;5;73;6;33;45;1;8;30;1;10;6;11;34;2;1;5;3;15;41;0;50;5;6;16
MK894024.1;6;38;12;0;0;0;9;0;0;19;9;0;5;37;2;5;25;11;2;14;37;7;2;9;102;37;4;6;52;25;14;36;8;0;2;10;14;10;3;6;7;2;5;19;2;14;43;17;15;9;4;12;4;11;7;66;14;7;36;37;8;2;22;49;5;12;19;17;0;5;18;19;7;30;21;13;16;10;1;0;0;3;8;13;0;16;7;15;85;0;16;26;7;22
FJ427048.1;0;0;0;1;0;6;0;0;0;1;1;0;1;0;1;1;7;0;16;1;2;0;0;0;0;1;5;1;8;0;0;3;0;0;4;1;5;0;0;0;1;4;2;5;0;2;0;2;0;1;2;12;0;3;3;0;1;2;0;14;0;0;3;69;17;0;0;20;0;0;1;63;10;1;13;0;4;3;3;0;0;0;5;0;2;7;32;0;0;1;40;1;1;19
FJ266483.1;17;13;151;89;72;875;16;33;143;14;114;65;352;34;50;146;18;212;169;25;47;41;44;134;20;81;509;45;36;28;92;52;43;28;304;66;57;38;53;247;111;142;155;47;59;75;39;73;26;183;93;115;43;129;30;62;31;314;59;204;21;93;9;16;331;49;214;31;5;42;6;15;173;9;27;33;13;897;8;15;143;49;23;37;53;7;61;264;19;6;69;19;61;22
AY015439.1;15;0;2;14;1;0;0;26;0;2;4;2;13;0;49;4;2;6;1;2;7;62;0;4;0;39;1;7;3;260;1;8;2;51;3;5;3;186;2;0;0;8;7;13;0;328;20;9;7;11;101;66;25;12;10;15;11;25;53;54;40;4;3;46;1;36;1;61;0;13;5;71;16;11;7;53;68;3;7;101;18;7;16;291;7;26;19;0;0;1;14;2;7;8
MT153879.1;8;1;0;0;0;0;10;0;8;15;0;14;13;9;1;3;14;13;3;12;33;0;1;3;10;1;1;2;11;14;8;6;0;0;0;1;3;10;1;0;1;0;4;8;0;5;9;5;1;2;3;0;1;4;3;0;2;3;34;48;8;0;0;0;6;31;3;25;0;2;3;0;1;31;11;16;8;13;1;6;0;0;5;15;0;0;1;0;89;0;3;1;2;12
OM418708.1;29;0;6;0;1;1;38;0;0;2;2;50;5;12;0;0;0;0;0;1;0;0;5;0;0;0;1;5;12;2;1;2;0;0;2;1;3;3;0;0;0;1;1;9;0;1;5;0;3;1;3;6;0;1;0;16;2;1;7;2;0;0;1;0;0;9;4;19;0;0;0;0;0;10;4;4;11;15;0;0;0;3;8;18;0;10;0;0;33;0;4;0;2;5
KU509531.1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;4;0;0;1;0;0;0;0;0;0;1;0;2;0;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0
KF036585.1;0;0;0;0;0;11;0;5;0;0;0;7;0;0;2;9;2;0;0;0;0;0;3;0;0;2;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;2;4;0;0;0;9;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0
MK850371.1;0;0;0;10;0;6;58;0;0;4;0;0;0;7;0;0;6;36;0;0;6;0;0;0;11;4;0;0;0;0;1;5;0;0;0;0;2;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;0;0;1;15;1;0;4;6;0;2;0;1;16;13;0;15;0;0;3;0;0;393;0;6;0;0;1;84;0;22;1;0;51;7;34;1;83;408;65;0;1;1
AM747536.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;6;0;0;0;19;3;0;1;1
MH858205.1;34;116;3;1;2;4;7;5;34;88;17;30;37;211;35;49;82;52;46;136;99;26;1;89;263;145;24;79;99;161;109;184;37;7;75;338;38;87;60;15;15;29;406;126;14;448;349;111;189;23;238;134;23;237;27;152;55;56;639;440;39;39;66;17;41;75;12;102;2;33;46;80;3;387;89;124;406;88;25;59;16;40;85;524;69;116;49;56;321;540;89;166;679;241
MT223805.1;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;1;3;0;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;1;6;1;0;0;0;1;2;0;4;1
EF652489.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
MT319439.1;7;0;0;0;0;2;11;0;1;7;0;13;4;36;2;14;54;19;11;50;67;0;2;17;89;12;22;86;82;6;30;28;3;3;8;84;8;10;17;8;3;9;138;86;0;7;97;22;24;19;110;44;3;13;5;35;4;7;275;126;1;11;51;17;20;169;9;48;0;4;26;27;7;244;11;1;18;30;1;4;3;7;2;8;3;36;1;52;58;0;15;3;24;24
DQ826546.1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
MK239259.1;9;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;2;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;1;0;7;2;2;0;0;0;0;0;1;0;2;2;4;0;2;0;0;11;3;1;1;2
AY552328.1;21;0;0;1;0;1;0;4;2;2;2;7;2;5;36;2;5;8;6;2;18;35;3;2;4;58;2;5;10;156;7;8;6;1;8;6;9;134;5;6;8;1;6;11;2;234;24;8;40;43;1231;108;7;16;16;45;16;34;203;46;76;18;37;83;2;46;4;32;2;30;18;68;2;24;29;150;84;11;91;1982;108;34;43;307;7;170;63;2;0;34;10;3;25;35
AB025686.1;14;0;2;0;1;0;2;4;0;0;13;1;6;6;1;0;2;18;6;0;0;50;2;4;4;17;0;0;7;148;2;16;6;4;16;9;9;1561;6;15;12;14;4;11;0;184;6;11;8;10;4;11;111;26;14;1;36;37;25;28;859;42;34;120;36;35;1;25;109;20;11;202;2;23;30;750;240;0;71;446;23;102;71;311;17;74;360;4;4;1;19;14;81;53
KF917545.1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;2;1;0;0;0;1;0;0;4;1;0;0;1;1;0;4;0;5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;3;0;2
HE861822.1;0;19;71;0;13;14;18;10;56;5;1;0;4;1;15;134;18;24;12;29;7;4;10;123;24;10;7;19;15;22;117;12;4;2;9;25;5;7;73;21;5;2;16;1;17;7;107;2;10;9;16;10;2;74;9;14;3;6;5;1;1;380;1;0;0;83;0;7;1;464;0;11;3;3;18;13;116;5;5;2;5;56;1;7;331;0;53;0;17;0;15;6;94;8
HQ630308.1;0;0;0;0;13;59;31;0;0;15;1;1;4;30;4;5;8;55;1;1;27;0;3;0;0;7;0;0;0;0;0;7;0;0;0;0;8;1;0;4;17;0;1;7;1;0;0;0;0;0;0;0;0;0;1;166;1;0;0;46;0;1;19;26;0;6;10;45;0;1;3;62;0;0;8;0;0;35;2;0;0;0;2;0;1;7;1;1;92;162;10;0;0;0
HG779026.1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;1;1;1;1;6;1;0;0;0;0;1;0;0;0;2;0;0;1
MT214915.1;6;0;0;0;0;0;0;0;1;10;0;0;0;4;0;0;6;0;0;0;5;0;0;1;1;1;0;0;1;4;0;2;0;0;0;1;0;1;1;0;0;0;1;4;0;7;1;0;0;0;1;2;2;2;0;17;1;2;15;17;0;0;0;0;0;4;0;4;0;0;0;0;0;0;3;0;11;0;0;0;0;1;0;20;4;0;1;0;0;0;6;22;9;2
MK782394.1;14;1;13;0;3;14;7;29;5;6;2;18;5;17;64;17;4;19;5;15;3;0;6;2;0;2;0;0;5;4;3;5;2;0;10;11;1;16;0;3;5;2;2;0;1;2;21;1;0;2;3;3;56;6;2;0;10;4;7;3;81;6;0;0;0;1;3;0;0;7;3;1;29;0;0;3;14;3;0;0;0;3;0;3;0;12;3;0;16;0;2;15;10;2
MH880201.1;10;20;1;0;6;3;0;11;1;0;1;0;0;0;3;1;1;0;0;0;6;1;0;1;1;10;0;0;5;7;3;10;1;1;2;2;0;17;5;2;11;2;11;12;1;14;45;8;19;9;3;13;8;10;1;30;2;5;48;30;0;1;31;41;10;14;0;21;0;2;15;0;0;37;13;9;12;0;2;29;1;3;20;85;1;39;7;33;0;0;8;50;13;10
GU187536.1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;5;2;0;0;0;0;0;0;1;0;0;0;0;0;5;0;3;12;2;0;0;1;5;1;1;0;0;4;4;0;1;1;0;1;0;0;8;0;0;247;2;1;0;0;23;3;8;2;0;2;0;0;5;0;5;1;22;3;0;0;1;7;10;1;1
MK775473.1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;3;0;0;1;2;0;0;1;7;0;3;3;0;0;2;0;3;0;9;1;0;0;8;0;7;0;0;0;0;0;4;6;0;0;0;0;0;0;8;4;0;0;0;0;0;0;2;2;3;0;1
KY174998.1;2;1;0;1;0;0;0;0;0;2;0;7;0;1;0;2;1;0;0;0;4;1;0;0;0;0;0;0;0;8;2;8;1;1;1;2;3;0;6;0;0;0;7;5;0;2;58;3;10;7;9;18;4;19;2;1;2;6;26;21;16;1;10;1;15;58;0;33;0;11;9;0;0;0;5;7;26;0;4;0;2;10;1;17;1;24;0;0;4;1;15;12;36;37
MZ923792.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
MW750241.1;3;0;0;0;0;0;2;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;1;0;7;0;1;2;1;0;1;2;0;1;2;1;5;0;0;0;2;1;0;1;0;0;1;0;1;0;0;2;2;0;6;0;0;3;7;5;12;2;4
MW174800.1;0;0;0;0;0;4;0;0;4;4;0;0;3;2;0;1;2;3;4;7;1;0;0;3;0;0;0;0;0;0;2;4;0;0;0;0;0;0;1;1;0;0;0;10;0;0;4;1;0;1;4;4;0;9;1;0;1;0;10;30;0;0;0;0;0;11;0;15;0;0;0;0;0;40;3;0;0;0;0;0;0;2;5;6;1;2;1;0;0;0;5;0;0;1
KR873250.1;25;15;22;76;23;21;17;30;17;231;21;68;31;14;48;32;538;36;54;17;54;6;7;19;306;43;28;17;24;13;25;192;19;15;39;19;25;27;13;34;34;14;7;35;6;15;16;20;17;9;5;66;50;63;48;166;18;23;22;44;57;25;224;38;17;14;17;9;24;41;21;51;30;4;22;66;55;21;34;46;32;33;18;27;45;13;40;10;4;5;26;26;39;52
AY450346.1;31;0;0;0;0;3;8;8;0;3;0;30;0;0;9;0;4;1;1;0;2;0;3;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;1;4;0;1;6;0;0;4;1;1;0;1;1;37;1;1;7;9;0;0;2;0;9;8;41;6;0;0;1;0;0;0;3;2;0;24;0;0;0;1;3;6;0;3;28;0;63;1;7;14;1;0
MW710688.1;16;22;175;18;89;70;47;11;99;54;139;96;46;31;69;100;65;126;13;32;40;3;23;5;35;37;5;0;3;13;43;64;14;73;23;8;47;28;6;16;14;32;3;20;587;27;139;37;27;23;30;61;144;196;51;100;62;30;53;57;89;114;81;35;19;19;58;48;0;113;52;22;31;44;40;94;147;35;47;153;20;19;11;24;27;61;18;16;71;0;20;34;318;101
JF908003.1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;6;0;1;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;2;0;7;1;8;0;2;2;0;0;0
KU728502.1;89;12;15;16;23;23;1;44;11;8;10;337;4;15;128;39;11;15;9;8;10;0;40;11;1;1;7;3;4;21;3;7;0;70;2;6;3;29;3;1;2;4;1;1;9;2;2;0;1;0;4;2;10;18;5;56;60;4;13;6;5;7;0;4;0;5;45;2;0;3;0;0;4;1;8;13;4;17;1;0;0;1;1;4;3;6;6;1;26;0;1;26;11;4
MT373366.1;0;0;0;0;4;0;0;0;0;2;1;0;0;0;0;0;0;4;0;0;0;0;0;1;8;1;0;0;0;0;0;3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;2;0;0;2
